index,date,ERROR_ID,STACK_ERROR_UNDER,CELL_ERROR_UNDER,MIN_CELL_VOLTAGE,5,6,7,8
59,1765221726137,2,0,4,0,1,0,40,128
60,1765221727904,2,0,4,0,1,0,53,128
61,1765221729502,2,0,4,0,1,0,61,128
62,1765221729670,2,0,4,0,1,0,63,128
63,1765221731253,2,0,4,0,1,0,69,128
64,1765221731388,2,0,4,0,1,0,71,128
65,1765221733335,2,0,4,0,1,0,76,128
66,1765221733335,2,0,4,0,1,0,77,128
67,1765221734819,2,0,4,0,1,0,82,128
68,1765221736653,2,0,4,0,1,0,87,128
69,1765221738418,2,0,4,0,1,0,91,128
70,1765221740219,2,0,4,0,1,0,96,128
71,1765221741801,2,0,4,0,1,0,99,128
72,1765221742001,2,0,4,0,1,0,99,128
73,1765221743602,2,0,4,0,1,0,102,128
74,1765221743735,2,0,4,0,1,0,103,128
75,1765221745403,2,0,4,0,1,0,106,128
76,1765221745618,2,0,4,0,1,0,106,128
77,1765221747152,2,0,4,0,1,0,108,128
78,1765222477859,0,0,4,0,1,0,174,128
79,1765222479394,0,0,4,0,1,0,172,128
80,1765222489493,0,0,4,0,1,0,172,128
81,1765222493011,0,0,4,0,1,0,173,128
82,1765222500092,0,0,4,0,1,0,172,128
83,1765222501676,0,0,4,0,1,0,174,128
84,1765222503625,0,0,4,0,1,0,174,128
85,1765222505444,0,0,4,0,1,0,174,128
86,1765222519460,0,0,4,0,1,0,173,128
87,1765222521143,0,0,4,0,1,0,173,128
88,1765222522792,0,0,4,0,1,0,175,128
89,1765222522959,0,0,4,0,1,0,173,128
90,1765222529793,0,0,4,0,1,0,175,128
91,1765222531377,0,0,4,0,1,0,174,128
92,1765222539024,0,0,4,0,1,0,175,128
93,1765222542742,0,0,4,0,1,0,175,128
94,1765222546387,0,0,4,0,1,0,175,128
95,1765222548025,0,0,4,0,1,0,175,128
96,1765222549626,0,0,4,0,1,0,174,128
97,1765222551410,0,0,4,0,1,0,174,128
98,1765222556476,0,0,4,0,1,0,175,128
99,1765222558260,0,0,4,0,1,0,175,128
100,1765222558408,0,0,4,0,1,0,174,128
101,1765222565258,0,0,4,0,1,0,176,128
102,1765222578076,0,0,4,0,1,0,176,128
103,1765222581390,0,0,4,0,1,0,174,128
104,1765222583176,0,0,4,0,1,0,175,128
105,1765222586456,0,0,4,0,1,0,176,128
106,1765222589758,0,0,4,0,1,0,175,128
107,1765222594775,0,0,4,0,1,0,176,128
108,1765222596493,0,0,4,0,1,0,176,128
109,1765222601523,0,0,4,0,1,0,175,128
110,1765222605190,0,0,4,0,1,0,175,128
111,1765222610908,0,0,4,0,1,0,177,128
112,1765222612492,0,0,4,0,1,0,176,128
113,1765222612642,0,0,4,0,1,0,177,128
114,1765222619175,0,0,4,0,1,0,177,128
115,1765222620959,0,0,4,0,1,0,177,128
116,1765222624276,0,0,4,0,1,0,176,128
117,1765222626007,0,0,4,0,1,0,176,128
118,1765222632774,0,0,4,0,1,0,177,128
119,1765222636123,0,0,4,0,1,0,176,128
120,1765222639825,0,0,4,0,1,0,176,128
121,1765222641692,0,0,4,0,1,0,176,128
122,1765222643708,0,0,4,0,1,0,177,128
123,1765222648824,0,0,4,0,1,0,176,128
124,1765222652158,0,0,4,0,1,0,178,128
125,1765222652358,0,0,4,0,1,0,176,128
126,1765222657375,0,0,4,0,1,0,178,128
127,1765222659157,0,0,4,0,1,0,178,128
128,1765222678357,0,4,1,32946,0,0,0,0
129,1765222681756,0,4,1,32945,0,0,0,0
130,1765222685257,0,4,1,32945,0,0,0,0
131,1765222693656,0,4,1,32945,0,0,0,0
132,1765222693808,0,4,1,32947,0,0,0,0
133,1765222695323,0,4,1,32945,0,0,0,0
134,1765222698658,0,4,1,32947,0,0,0,0
135,1765222698822,0,4,1,32946,0,0,0,0
136,1765222700457,0,4,1,32947,0,0,0,0
137,1765222720608,0,4,1,32946,0,0,0,0
138,1765222722974,0,4,1,32946,0,0,0,0
139,1765222724040,0,4,1,32947,0,0,0,0
140,1765222724240,0,4,1,32946,0,0,0,0
141,1765222728841,0,4,1,32948,0,0,0,0
142,1765222730024,0,4,1,32947,0,0,0,0
143,1765222737422,0,4,1,32944,0,0,0,0
144,1765222739156,0,4,1,32944,0,0,0,0
145,1765222748422,0,4,1,32944,0,0,0,0
146,1765222753373,0,4,1,32945,0,0,0,0
147,1765222756756,0,4,3,30403,0,0,0,0
148,1765222760072,2,4,3,22872,0,0,0,0
149,1765222761872,2,4,3,32702,0,0,0,0
150,1765222763371,2,4,1,32735,0,0,0,0
151,1765222763572,2,4,1,32742,0,0,0,0
152,1765222765220,2,4,1,32760,0,0,0,0
153,1765222765254,2,4,1,32760,0,0,0,0
154,1765222765389,2,4,1,32765,0,0,0,0
155,1765222765405,2,4,1,32765,0,0,0,0
156,1765222766870,2,4,1,32777,0,0,0,0
157,1765222766938,2,4,1,32777,0,0,0,0
158,1765222768905,2,4,1,32789,0,0,0,0
159,1765222770455,2,4,1,32799,0,0,0,0
160,1765222772055,2,4,1,32805,0,0,0,0
161,1765222772222,2,4,1,32807,0,0,0,0
162,1765222773772,2,4,1,32812,0,0,0,0
163,1765222773839,2,4,1,32812,0,0,0,0
164,1765222773988,2,4,1,32813,0,0,0,0
165,1765222774038,2,4,1,32813,0,0,0,0
166,1765222775639,2,4,1,32818,0,0,0,0
167,1765222775789,2,4,1,32820,0,0,0,0
168,1765222777471,2,4,1,32824,0,0,0,0
169,1765222777689,2,4,1,32826,0,0,0,0
170,1765222779239,2,4,1,32829,0,0,0,0
171,1765222779439,2,4,1,32830,0,0,0,0
172,1765222781122,2,4,1,32833,0,0,0,0
173,1765222781288,2,4,1,32835,0,0,0,0
174,1765222782905,2,4,1,32838,0,0,0,0
175,1765222783106,2,4,1,32839,0,0,0,0
176,1765222784671,2,4,1,32841,0,0,0,0
177,1765222786388,2,4,1,32845,0,0,0,0
178,1765222787905,2,4,1,32848,0,0,0,0
179,1765222787939,2,4,1,32848,0,0,0,0
180,1765222789689,2,4,1,32850,0,0,0,0
181,1765222791371,2,4,1,32853,0,0,0,0
182,1765222792987,2,4,1,32855,0,0,0,0
183,1765222793171,2,4,1,32856,0,0,0,0
184,1765222829489,0,4,1,32884,0,0,0,0
185,1765222831774,0,4,1,32886,0,0,0,0
186,1765222832822,0,4,1,32885,0,0,0,0
187,1765222834689,0,4,1,32887,0,0,0,0
188,1765222834870,0,4,1,32888,0,0,0,0
189,1765222843888,0,4,1,32889,0,0,0,0
190,1765222847321,0,4,3,32417,0,0,0,0
191,1765222853921,0,4,3,32749,0,0,0,0
192,1765222857303,0,4,3,31030,0,0,0,0
193,1765222862170,0,4,3,28094,0,0,0,0
194,1765222865637,0,2,1,32730,0,0,0,0
195,1765222869136,0,4,3,30557,0,0,0,0
196,1765222872537,0,4,3,28626,0,0,0,0
197,1765222874321,0,4,3,28095,0,0,0,0
198,1765222876104,0,4,3,30159,0,0,0,0
199,1765222882802,0,4,3,29169,0,0,0,0
200,1765222894404,0,2,1,32617,0,0,0,0
201,1765222901121,0,4,3,28060,0,0,0,0
202,1765222904671,0,4,3,27127,0,0,0,0
203,1765222911637,0,4,3,28657,0,0,0,0
204,1765222913337,0,4,3,28039,0,0,0,0
205,1765222918682,0,2,1,32561,0,0,0,0
206,1765222928621,0,2,1,32676,0,0,0,0
