index,SPEED_L_MOTOR,TORQUE_L_MOTOR,POWER_L_MOTOR,CURRENT_L_MOTOR,1,2,3,4
75,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0
173,158,187,0,759,0,0,0,0
174,140,218,0,733,0,0,0,0
175,123,246,0,704,0,0,0,0
176,108,274,0,678,0,0,0,0
177,86,302,0,653,0,0,0,0
178,76,259,0,646,0,0,0,0
179,69,288,0,670,0,0,0,0
180,63,312,0,671,0,0,0,0
181,51,348,0,657,0,0,0,0
182,48,367,0,642,0,0,0,0
183,45,378,0,641,0,0,0,0
184,42,387,0,640,0,0,0,0
185,40,395,0,637,0,0,0,0
186,36,360,0,630,0,0,0,0
187,36,378,0,653,0,0,0,0
188,36,390,0,672,0,0,0,0
189,36,400,0,680,0,0,0,0
190,36,409,0,689,0,0,0,0
191,38,418,0,690,0,0,0,0
192,40,428,0,715,0,0,0,0
193,41,435,0,730,0,0,0,0
194,43,442,0,741,0,0,0,0
195,46,445,0,760,0,0,0,0
196,51,451,0,777,0,0,0,0
197,56,458,0,788,0,0,0,0
198,60,462,0,809,0,0,0,0
199,66,466,0,831,0,0,0,0
200,72,469,0,854,0,0,0,0
201,82,471,0,870,0,0,0,0
202,91,474,0,894,0,0,0,0
203,102,475,0,909,0,0,0,0
204,113,501,0,925,0,0,0,0
205,125,497,0,925,0,0,0,0
206,146,495,0,930,0,0,0,0
207,159,492,0,942,0,0,0,0
208,174,490,0,952,0,0,0,0
209,188,488,0,962,0,0,0,0
210,203,489,0,974,0,0,0,0
211,226,492,0,987,0,0,0,0
212,242,497,0,1007,0,0,0,0
213,259,542,0,1014,0,0,0,0
214,275,536,0,1010,0,0,0,0
215,292,532,0,1010,0,0,0,0
216,319,528,0,1011,0,0,0,0
217,335,524,0,1022,0,0,0,0
218,351,520,0,1029,0,0,0,0
219,367,520,0,1037,0,0,0,0
220,385,519,0,1044,0,0,0,0
221,443,547,0,1057,0,0,0,0
222,460,544,0,1054,0,0,0,0
223,477,539,0,1053,0,0,0,0
224,504,535,0,1058,0,0,0,0
225,519,530,0,1063,0,0,0,0
226,534,527,0,1066,0,0,0,0
227,549,526,0,1068,0,0,0,0
228,563,524,0,1072,0,0,0,0
229,583,524,0,1075,0,0,0,0
230,598,537,0,1066,0,0,0,0
231,611,529,0,1059,0,0,0,0
232,624,520,0,1058,0,0,0,0
233,634,495,0,1028,0,0,0,0
234,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0
236,337,249,0,0,0,0,0,0
237,276,206,0,6,0,0,0,0
238,227,170,0,6,0,0,0,0
239,172,135,0,6,0,0,0,0
240,142,103,0,8,0,0,0,0
241,116,86,0,8,0,0,0,0
242,95,71,0,7,0,0,0,0
243,77,59,0,8,0,0,0,0
244,57,50,0,7,0,0,0,0
245,46,39,0,28,0,0,0,0
246,201,29,0,560,0,0,0,0
247,540,98,0,668,0,0,0,0
248,607,218,0,909,0,0,0,0
249,529,287,0,1171,0,0,0,0
250,455,375,0,1306,0,0,0,0
251,415,433,0,1202,0,0,0,0
252,371,462,0,1104,0,0,0,0
253,330,481,0,1044,0,0,0,0
254,261,529,0,974,0,0,0,0
255,243,545,0,962,0,0,0,0
256,231,440,0,961,0,0,0,0
257,224,475,0,985,0,0,0,0
258,219,503,0,992,0,0,0,0
259,220,538,0,1017,0,0,0,0
260,224,559,0,1024,0,0,0,0
261,229,576,0,1034,0,0,0,0
262,236,590,0,1042,0,0,0,0
263,288,623,0,1086,0,0,0,0
264,305,630,0,1101,0,0,0,0
265,329,635,0,1116,0,0,0,0
266,348,641,0,1132,0,0,0,0
267,367,645,0,1141,0,0,0,0
268,388,649,0,1148,0,0,0,0
269,410,654,0,1158,0,0,0,0
270,445,658,0,1167,0,0,0,0
271,467,694,0,1173,0,0,0,0
272,490,685,0,1150,0,0,0,0
273,512,667,0,1123,0,0,0,0
274,555,592,0,1052,0,0,0,0
275,566,505,0,1004,0,0,0,0
276,577,470,0,1003,0,0,0,0
277,587,459,0,1022,0,0,0,0
278,606,472,0,1059,0,0,0,0
279,637,484,0,1053,0,0,0,0
280,657,477,0,1056,0,0,0,0
281,665,475,0,1054,0,0,0,0
282,673,470,0,1048,0,0,0,0
283,491,779,0,1205,0,0,0,0
284,490,780,0,1204,0,0,0,0
285,489,781,0,1207,0,0,0,0
286,489,782,0,1204,0,0,0,0
287,488,784,0,1203,0,0,0,0
288,486,784,0,1204,0,0,0,0
289,486,784,0,1205,0,0,0,0
290,485,785,0,1203,0,0,0,0
291,484,787,0,1203,0,0,0,0
292,484,787,0,1204,0,0,0,0
293,483,787,0,1203,0,0,0,0
294,483,787,0,1201,0,0,0,0
295,484,787,0,1199,0,0,0,0
296,486,788,0,1201,0,0,0,0
297,488,789,0,1203,0,0,0,0
298,492,790,0,1201,0,0,0,0
299,502,793,0,1197,0,0,0,0
300,508,793,0,1199,0,0,0,0
301,513,792,0,1199,0,0,0,0
302,519,791,0,1199,0,0,0,0
303,525,790,0,1200,0,0,0,0
304,531,789,0,1199,0,0,0,0
305,534,789,0,1202,0,0,0,0
306,538,791,0,1203,0,0,0,0
307,542,791,0,1203,0,0,0,0
308,544,801,0,1203,0,0,0,0
309,547,800,0,1202,0,0,0,0
310,548,794,0,1200,0,0,0,0
311,544,747,0,1119,0,0,0,0
312,536,670,0,1043,0,0,0,0
313,529,626,0,1026,0,0,0,0
314,521,639,0,1084,0,0,0,0
315,515,676,0,1160,0,0,0,0
316,509,696,0,1175,0,0,0,0
317,504,709,0,1181,0,0,0,0
318,499,724,0,1186,0,0,0,0
319,495,736,0,1187,0,0,0,0
320,493,749,0,1191,0,0,0,0
321,493,755,0,1191,0,0,0,0
322,493,761,0,1193,0,0,0,0
323,493,765,0,1193,0,0,0,0
324,494,770,0,1197,0,0,0,0
325,497,775,0,1196,0,0,0,0
326,499,777,0,1199,0,0,0,0
327,502,780,0,1199,0,0,0,0
328,505,782,0,1199,0,0,0,0
329,513,783,0,1200,0,0,0,0
330,517,783,0,1197,0,0,0,0
331,522,784,0,1198,0,0,0,0
332,527,784,0,1200,0,0,0,0
333,532,786,0,1202,0,0,0,0
334,539,787,0,1202,0,0,0,0
335,543,798,0,1203,0,0,0,0
336,547,797,0,1203,0,0,0,0
337,549,794,0,1205,0,0,0,0
338,553,793,0,1204,0,0,0,0
339,555,791,0,1206,0,0,0,0
340,558,789,0,1204,0,0,0,0
341,559,789,0,1208,0,0,0,0
342,562,790,0,1208,0,0,0,0
343,564,791,0,1208,0,0,0,0
344,567,797,0,1208,0,0,0,0
345,570,796,0,1209,0,0,0,0
346,572,794,0,1206,0,0,0,0
347,575,793,0,1208,0,0,0,0
348,577,791,0,1207,0,0,0,0
349,582,789,0,1208,0,0,0,0
350,585,788,0,1206,0,0,0,0
351,587,789,0,1212,0,0,0,0
352,591,790,0,1211,0,0,0,0
353,593,795,0,1212,0,0,0,0
354,597,794,0,1209,0,0,0,0
355,599,793,0,1210,0,0,0,0
356,602,791,0,1207,0,0,0,0
357,605,790,0,1206,0,0,0,0
358,608,790,0,1207,0,0,0,0
359,611,789,0,1209,0,0,0,0
360,614,790,0,1208,0,0,0,0
361,616,791,0,1208,0,0,0,0
362,618,797,0,1210,0,0,0,0
363,620,797,0,1207,0,0,0,0
364,624,796,0,1206,0,0,0,0
365,626,793,0,1205,0,0,0,0
366,627,785,0,1185,0,0,0,0
367,627,765,0,1156,0,0,0,0
368,628,758,0,1168,0,0,0,0
369,628,762,0,1187,0,0,0,0
370,628,770,0,1196,0,0,0,0
371,629,774,0,1198,0,0,0,0
372,630,777,0,1203,0,0,0,0
373,630,779,0,1207,0,0,0,0
374,631,779,0,1207,0,0,0,0
375,633,781,0,1209,0,0,0,0
376,637,782,0,1210,0,0,0,0
377,643,782,0,1214,0,0,0,0
378,652,783,0,1221,0,0,0,0
379,672,785,0,1226,0,0,0,0
380,688,801,0,1227,0,0,0,0
381,706,800,0,1223,0,0,0,0
382,726,798,0,1230,0,0,0,0
383,748,795,0,1232,0,0,0,0
384,783,792,0,1233,0,0,0,0
385,811,788,0,1237,0,0,0,0
386,840,787,0,1239,0,0,0,0
387,868,787,0,1240,0,0,0,0
388,895,789,0,1240,0,0,0,0
389,934,790,0,1244,0,0,0,0
390,957,826,0,1241,0,0,0,0
391,979,821,0,1239,0,0,0,0
392,1000,813,0,1236,0,0,0,0
393,1019,807,0,1237,0,0,0,0
394,1047,802,0,1236,0,0,0,0
395,1065,795,0,1241,0,0,0,0
396,1084,795,0,1242,0,0,0,0
397,1100,795,0,1245,0,0,0,0
398,1117,796,0,1246,0,0,0,0
399,1143,816,0,1235,0,0,0,0
400,1154,741,0,1141,0,0,0,0
401,1161,668,0,1085,0,0,0,0
402,1163,591,0,1049,0,0,0,0
403,1160,521,0,1027,0,0,0,0
404,1144,451,0,1011,0,0,0,0
405,1129,385,0,1011,0,0,0,0
406,1118,391,0,1041,0,0,0,0
407,1105,426,0,1089,0,0,0,0
408,1094,463,0,1142,0,0,0,0
409,1081,517,0,1183,0,0,0,0
410,1076,584,0,1208,0,0,0,0
411,1076,613,0,1210,0,0,0,0
412,1081,636,0,1207,0,0,0,0
413,1085,620,0,1156,0,0,0,0
414,1087,559,0,1077,0,0,0,0
415,1083,474,0,1017,0,0,0,0
416,1078,429,0,1002,0,0,0,0
417,1069,395,0,1001,0,0,0,0
418,1058,378,0,1003,0,0,0,0
419,1037,377,0,1016,0,0,0,0
420,1025,400,0,1046,0,0,0,0
421,1012,418,0,1055,0,0,0,0
422,1001,435,0,1065,0,0,0,0
423,992,452,0,1070,0,0,0,0
424,982,472,0,1081,0,0,0,0
425,978,504,0,1099,0,0,0,0
426,974,517,0,1110,0,0,0,0
427,975,536,0,1115,0,0,0,0
428,976,549,0,1119,0,0,0,0
429,981,557,0,1122,0,0,0,0
430,985,564,0,1118,0,0,0,0
431,990,545,0,1090,0,0,0,0
432,995,521,0,1064,0,0,0,0
433,1000,495,0,1042,0,0,0,0
434,1001,455,0,1019,0,0,0,0
435,998,397,0,998,0,0,0,0
436,994,364,0,995,0,0,0,0
437,989,342,0,994,0,0,0,0
438,984,336,0,1007,0,0,0,0
439,976,344,0,1018,0,0,0,0
440,970,355,0,1021,0,0,0,0
441,962,334,0,1003,0,0,0,0
442,951,297,0,989,0,0,0,0
443,936,264,0,984,0,0,0,0
444,920,237,0,983,0,0,0,0
445,917,236,0,995,0,0,0,0
446,907,261,0,1008,0,0,0,0
447,898,290,0,1026,0,0,0,0
448,889,323,0,1044,0,0,0,0
449,880,354,0,1057,0,0,0,0
450,877,394,0,1065,0,0,0,0
451,873,449,0,1069,0,0,0,0
452,873,462,0,1083,0,0,0,0
453,873,477,0,1098,0,0,0,0
454,874,494,0,1110,0,0,0,0
455,876,506,0,1114,0,0,0,0
456,885,530,0,1121,0,0,0,0
457,893,534,0,1105,0,0,0,0
458,896,521,0,1092,0,0,0,0
459,899,490,0,1066,0,0,0,0
460,901,476,0,1067,0,0,0,0
461,904,473,0,1075,0,0,0,0
462,907,478,0,1087,0,0,0,0
463,915,483,0,1094,0,0,0,0
464,922,495,0,1103,0,0,0,0
465,930,502,0,1106,0,0,0,0
466,939,510,0,1110,0,0,0,0
467,951,517,0,1112,0,0,0,0
468,970,522,0,1114,0,0,0,0
469,983,527,0,1116,0,0,0,0
470,995,528,0,1118,0,0,0,0
471,1006,521,0,1100,0,0,0,0
472,988,299,0,1023,0,0,0,0
473,979,310,0,1028,0,0,0,0
474,969,321,0,1035,0,0,0,0
475,871,316,0,1036,0,0,0,0
476,861,337,0,1040,0,0,0,0
477,853,357,0,1044,0,0,0,0
478,846,379,0,1048,0,0,0,0
479,836,393,0,1051,0,0,0,0
480,832,418,0,1058,0,0,0,0
481,828,429,0,1061,0,0,0,0
482,824,439,0,1061,0,0,0,0
483,820,447,0,1064,0,0,0,0
484,812,454,0,1065,0,0,0,0
485,807,462,0,1066,0,0,0,0
486,802,465,0,1062,0,0,0,0
487,795,451,0,1035,0,0,0,0
488,786,416,0,1015,0,0,0,0
489,768,386,0,1006,0,0,0,0
490,756,360,0,1006,0,0,0,0
491,742,356,0,1011,0,0,0,0
492,729,366,0,1022,0,0,0,0
493,717,377,0,1033,0,0,0,0
494,699,386,0,1035,0,0,0,0
495,685,392,0,1028,0,0,0,0
496,670,379,0,1014,0,0,0,0
497,654,358,0,1004,0,0,0,0
498,636,350,0,1005,0,0,0,0
499,610,355,0,1011,0,0,0,0
500,597,381,0,1033,0,0,0,0
501,584,403,0,1047,0,0,0,0
502,573,426,0,1062,0,0,0,0
503,565,450,0,1073,0,0,0,0
504,555,473,0,1082,0,0,0,0
505,549,497,0,1087,0,0,0,0
506,545,498,0,1085,0,0,0,0
507,541,512,0,1088,0,0,0,0
508,537,522,0,1090,0,0,0,0
509,533,530,0,1089,0,0,0,0
510,531,539,0,1089,0,0,0,0
511,529,544,0,1090,0,0,0,0
512,528,550,0,1093,0,0,0,0
513,529,559,0,1098,0,0,0,0
514,530,571,0,1109,0,0,0,0
515,530,590,0,1130,0,0,0,0
516,532,606,0,1139,0,0,0,0
517,534,620,0,1150,0,0,0,0
518,535,633,0,1156,0,0,0,0
519,538,643,0,1160,0,0,0,0
520,541,656,0,1160,0,0,0,0
521,543,663,0,1163,0,0,0,0
522,547,669,0,1163,0,0,0,0
523,549,676,0,1167,0,0,0,0
524,553,681,0,1168,0,0,0,0
525,557,692,0,1171,0,0,0,0
526,559,695,0,1171,0,0,0,0
527,560,697,0,1173,0,0,0,0
528,563,700,0,1174,0,0,0,0
529,566,704,0,1180,0,0,0,0
530,569,711,0,1186,0,0,0,0
531,572,716,0,1192,0,0,0,0
532,577,720,0,1195,0,0,0,0
533,584,723,0,1194,0,0,0,0
534,594,734,0,1200,0,0,0,0
535,602,734,0,1198,0,0,0,0
536,609,732,0,1200,0,0,0,0
537,617,729,0,1195,0,0,0,0
538,625,726,0,1191,0,0,0,0
539,638,721,0,1190,0,0,0,0
540,645,711,0,1175,0,0,0,0
541,650,698,0,1161,0,0,0,0
542,654,685,0,1153,0,0,0,0
543,658,682,0,1149,0,0,0,0
544,661,673,0,1143,0,0,0,0
545,661,662,0,1139,0,0,0,0
546,662,656,0,1142,0,0,0,0
547,662,655,0,1149,0,0,0,0
548,662,657,0,1156,0,0,0,0
549,661,661,0,1159,0,0,0,0
550,660,668,0,1160,0,0,0,0
551,659,666,0,1149,0,0,0,0
552,656,649,0,1123,0,0,0,0
553,653,627,0,1102,0,0,0,0
554,649,615,0,1101,0,0,0,0
555,645,617,0,1130,0,0,0,0
556,642,626,0,1144,0,0,0,0
557,639,634,0,1146,0,0,0,0
558,636,641,0,1149,0,0,0,0
559,632,647,0,1151,0,0,0,0
560,631,655,0,1152,0,0,0,0
561,631,656,0,1154,0,0,0,0
562,632,659,0,1156,0,0,0,0
563,634,662,0,1158,0,0,0,0
564,636,664,0,1158,0,0,0,0
565,637,663,0,1155,0,0,0,0
566,639,663,0,1156,0,0,0,0
567,642,665,0,1155,0,0,0,0
568,647,665,0,1154,0,0,0,0
569,650,643,0,1123,0,0,0,0
570,654,610,0,1084,0,0,0,0
571,661,578,0,1069,0,0,0,0
572,681,567,0,1072,0,0,0,0
573,697,566,0,1087,0,0,0,0
574,713,577,0,1107,0,0,0,0
575,728,594,0,1122,0,0,0,0
576,739,611,0,1138,0,0,0,0
577,755,641,0,1148,0,0,0,0
578,764,656,0,1152,0,0,0,0
579,773,660,0,1154,0,0,0,0
580,783,665,0,1156,0,0,0,0
581,792,680,0,1177,0,0,0,0
582,804,698,0,1198,0,0,0,0
583,814,720,0,1212,0,0,0,0
584,825,734,0,1213,0,0,0,0
585,838,746,0,1212,0,0,0,0
586,851,778,0,1209,0,0,0,0
587,866,782,0,1209,0,0,0,0
588,873,784,0,1207,0,0,0,0
589,877,782,0,1210,0,0,0,0
590,881,782,0,1207,0,0,0,0
591,882,782,0,1210,0,0,0,0
592,882,783,0,1208,0,0,0,0
593,882,787,0,1207,0,0,0,0
594,879,789,0,1209,0,0,0,0
595,873,796,0,1207,0,0,0,0
596,868,795,0,1209,0,0,0,0
597,865,792,0,1206,0,0,0,0
598,862,790,0,1206,0,0,0,0
599,857,788,0,1204,0,0,0,0
600,854,788,0,1202,0,0,0,0
601,849,789,0,1201,0,0,0,0
602,845,792,0,1202,0,0,0,0
603,842,786,0,1203,0,0,0,0
604,821,786,0,1205,0,0,0,0
605,818,786,0,1206,0,0,0,0
606,924,574,0,1208,0,0,0,0
607,921,611,0,1227,0,0,0,0
608,921,642,0,1240,0,0,0,0
609,924,668,0,1245,0,0,0,0
610,929,696,0,1248,0,0,0,0
611,935,715,0,1252,0,0,0,0
612,944,730,0,1258,0,0,0,0
613,954,742,0,1268,0,0,0,0
614,975,768,0,1266,0,0,0,0
615,990,772,0,1253,0,0,0,0
616,1006,773,0,1252,0,0,0,0
617,1025,772,0,1252,0,0,0,0
618,1044,736,0,1187,0,0,0,0
619,1073,677,0,1127,0,0,0,0
620,1098,678,0,1169,0,0,0,0
621,1124,698,0,1201,0,0,0,0
622,1151,717,0,1227,0,0,0,0
623,1177,747,0,1238,0,0,0,0
624,1214,754,0,1241,0,0,0,0
625,1237,760,0,1245,0,0,0,0
626,1257,763,0,1247,0,0,0,0
627,1273,767,0,1253,0,0,0,0
628,1282,769,0,1258,0,0,0,0
629,1287,774,0,1263,0,0,0,0
630,1290,781,0,1267,0,0,0,0
631,1295,786,0,1269,0,0,0,0
632,1297,810,0,1267,0,0,0,0
633,1302,807,0,1261,0,0,0,0
634,1308,800,0,1255,0,0,0,0
635,1310,768,0,1213,0,0,0,0
636,1309,692,0,1135,0,0,0,0
637,1306,625,0,1097,0,0,0,0
638,1302,581,0,1087,0,0,0,0
639,1291,567,0,1108,0,0,0,0
640,1285,589,0,1174,0,0,0,0
641,1279,601,0,1202,0,0,0,0
642,1274,625,0,1214,0,0,0,0
643,0,0,0,0,0,0,0,0
644,0,0,0,0,0,0,0,0
645,0,0,0,0,0,0,0,0
646,0,0,0,0,0,0,0,0
647,0,0,0,0,0,0,0,0
648,337,165,0,3,0,0,0,0
649,276,116,0,8,0,0,0,0
650,226,94,0,9,0,0,0,0
651,185,76,0,11,0,0,0,0
652,152,61,0,10,0,0,0,0
653,110,49,0,11,0,0,0,0
654,90,35,0,10,0,0,0,0
655,74,28,0,11,0,0,0,0
656,60,22,0,106,0,0,0,0
657,120,13,0,585,0,0,0,0
658,735,18,0,668,0,0,0,0
659,1270,13,0,922,0,0,0,0
660,1627,17,0,0,0,0,0,0
661,1723,18,0,113,0,0,0,0
662,1594,26,0,608,0,0,0,0
663,629,30,0,692,0,0,0,0
664,108,14,0,895,0,0,0,0
665,638,24,0,-1136,0,0,0,0
666,781,159,0,-1290,0,0,0,0
667,703,230,0,1294,0,0,0,0
668,506,339,0,1230,0,0,0,0
669,378,446,0,1158,0,0,0,0
670,267,509,0,1145,0,0,0,0
671,173,560,0,1126,0,0,0,0
672,95,601,0,1119,0,0,0,0
673,4,636,0,1111,0,0,0,0
674,53,679,0,1105,0,0,0,0
675,94,700,0,1101,0,0,0,0
676,129,560,0,1099,0,0,0,0
677,161,604,0,1124,0,0,0,0
678,197,636,0,1141,0,0,0,0
679,219,673,0,1155,0,0,0,0
680,240,694,0,1157,0,0,0,0
681,259,711,0,1163,0,0,0,0
682,277,726,0,1167,0,0,0,0
683,305,738,0,1170,0,0,0,0
684,322,753,0,1175,0,0,0,0
685,339,761,0,1179,0,0,0,0
686,355,766,0,1185,0,0,0,0
687,371,770,0,1189,0,0,0,0
688,396,773,0,1191,0,0,0,0
689,414,777,0,1197,0,0,0,0
690,431,779,0,1200,0,0,0,0
691,449,780,0,1205,0,0,0,0
692,466,782,0,1208,0,0,0,0
693,496,784,0,1211,0,0,0,0
694,514,820,0,1215,0,0,0,0
695,532,816,0,1211,0,0,0,0
696,550,810,0,1207,0,0,0,0
697,568,806,0,1207,0,0,0,0
698,593,801,0,1207,0,0,0,0
699,612,797,0,1213,0,0,0,0
700,630,796,0,1214,0,0,0,0
701,648,796,0,1219,0,0,0,0
702,666,796,0,1220,0,0,0,0
703,694,796,0,1226,0,0,0,0
704,710,826,0,1219,0,0,0,0
705,727,818,0,1213,0,0,0,0
706,744,811,0,1212,0,0,0,0
707,760,805,0,1214,0,0,0,0
708,783,801,0,1216,0,0,0,0
709,798,797,0,1221,0,0,0,0
710,814,797,0,1223,0,0,0,0
711,829,797,0,1227,0,0,0,0
712,844,797,0,1230,0,0,0,0
713,868,823,0,1231,0,0,0,0
714,882,813,0,1224,0,0,0,0
715,911,801,0,1221,0,0,0,0
716,940,788,0,1226,0,0,0,0
717,951,790,0,1239,0,0,0,0
718,972,791,0,1236,0,0,0,0
719,979,758,0,1140,0,0,0,0
720,977,678,0,1076,0,0,0,0
721,973,607,0,1068,0,0,0,0
722,946,630,0,1165,0,0,0,0
723,185,776,0,1111,0,0,0,0
724,179,779,0,1108,0,0,0,0
725,169,781,0,1100,0,0,0,0
726,163,783,0,1090,0,0,0,0
727,157,785,0,1079,0,0,0,0
728,151,786,0,1071,0,0,0,0
729,144,757,0,1051,0,0,0,0
730,127,714,0,865,0,0,0,0
731,115,655,0,838,0,0,0,0
732,108,678,0,943,0,0,0,0
733,102,699,0,1003,0,0,0,0
734,97,715,0,1030,0,0,0,0
735,92,730,0,1040,0,0,0,0
736,88,745,0,1045,0,0,0,0
737,86,751,0,1046,0,0,0,0
738,84,728,0,1031,0,0,0,0
739,83,737,0,1058,0,0,0,0
