index,date,SLACE_1,SLAVE_2,SLAVE_3,SLAVE_4,1,2,3,4
0,1768830688256,0,0,0,0,0,0,0,0
1,1768830690072,0,0,0,0,0,0,0,0
2,1768830691606,0,0,0,0,0,0,0,0
3,1768830691823,0,0,0,0,0,0,0,0
4,1768830692738,0,0,0,0,0,0,0,0
5,1768830693322,0,0,0,0,0,0,0,0
6,1768830693589,0,0,0,0,0,0,0,0
7,1768830694305,0,0,0,0,0,0,0,0
8,1768830695089,0,0,0,0,0,0,0,0
9,1768830696806,0,0,0,0,0,0,0,0
10,1768830697522,0,0,0,0,0,0,0,0
11,1768830698339,0,0,0,0,0,0,0,0
12,1768830699489,0,0,0,0,0,0,0,0
13,1768830700056,0,0,0,0,0,0,0,0
14,1768830700873,0,0,0,0,0,0,0,0
15,1768830701156,0,0,0,0,0,0,0,0
16,1768830701989,0,0,0,0,0,0,0,0
17,1768830705488,0,0,0,0,0,0,0,0
18,1768830707239,0,0,0,0,0,0,0,0
19,1768830707490,0,0,0,0,0,0,0,0
20,1768830709740,0,0,0,0,0,0,0,0
21,1768830710256,0,0,0,0,0,0,0,0
22,1768830712206,0,0,0,0,0,0,0,0
23,1768830714323,0,0,0,0,0,0,0,0
24,1768830714772,0,0,0,0,0,0,0,0
25,1768830714889,0,0,0,0,0,0,0,0
26,1768830718306,0,0,0,0,0,0,0,0
27,1768830722488,0,0,0,0,0,0,0,0
28,1768830722638,0,0,0,0,0,0,0,0
29,1768830723288,0,0,0,0,0,0,0,0
30,1768830725405,0,0,0,0,0,0,0,0
31,1768830726955,0,0,0,0,0,0,0,0
32,1768830727571,0,0,0,0,0,0,0,0
33,1768830728655,0,0,0,0,0,0,0,0
34,1768830728972,0,0,0,0,0,0,0,0
35,1768830729688,0,0,0,0,0,0,0,0
36,1768830729971,0,0,0,0,0,0,0,0
37,1768830732189,0,0,0,0,0,0,0,0
38,1768830733123,0,0,0,0,0,0,0,0
39,1768830733655,0,0,0,0,0,0,0,0
40,1768830735574,0,0,0,0,0,0,0,0
41,1768830735939,0,0,0,0,0,0,0,0
42,1768830736988,0,0,0,0,0,0,0,0
43,1768830737588,0,0,0,0,0,0,0,0
44,1768830739006,0,0,0,0,0,0,0,0
45,1768830740172,0,0,0,0,0,0,0,0
46,1768830740905,0,0,0,0,0,0,0,0
47,1768830741790,0,0,0,0,0,0,0,0
48,1768830742438,0,0,0,0,0,0,0,0
49,1768830744554,0,0,0,0,0,0,0,0
50,1768830745571,0,0,0,0,0,0,0,0
51,1768830747591,0,0,0,0,0,0,0,0
