index,SPEED_R_MOTOR,TORQUE_R_MOTOR,POWER_R_MOTOR,CURRENT_R_MOTOR,1,2,3,4
75,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0
160,0,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0,0
162,0,0,0,0,0,0,0,0
163,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,0
220,0,0,0,0,0,0,0,0
221,0,0,0,0,0,0,0,0
222,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0
224,0,0,0,0,0,0,0,0
225,0,0,0,0,0,0,0,0
226,0,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0,0
228,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,0
230,0,0,0,0,0,0,0,0
231,0,0,0,0,0,0,0,0
232,0,0,0,0,0,0,0,0
233,0,0,0,0,0,0,0,0
234,0,0,0,0,0,0,0,0
235,0,0,0,0,0,0,0,0
236,0,0,0,0,0,0,0,0
237,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0
239,0,0,0,0,0,0,0,0
240,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0
242,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0
244,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0
252,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0
254,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0
256,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0
258,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0
260,0,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0,0
262,0,0,0,0,0,0,0,0
263,0,0,0,0,0,0,0,0
264,0,0,0,0,0,0,0,0
265,0,0,0,0,0,0,0,0
266,0,0,0,0,0,0,0,0
267,0,0,0,0,0,0,0,0
268,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,0
270,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,0
274,0,0,0,0,0,0,0,0
275,0,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0,0
277,0,0,0,0,0,0,0,0
278,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,0
280,0,0,0,2,0,0,0,0
281,0,1,0,2,0,0,0,0
282,0,1,0,3,0,0,0,0
283,0,1,0,3,0,0,0,0
284,0,1,0,3,0,0,0,0
285,66,25,0,365,0,0,0,0
286,154,160,0,754,0,0,0,0
287,181,275,0,945,0,0,0,0
288,172,327,0,909,0,0,0,0
289,151,418,0,848,0,0,0,0
290,144,460,0,859,0,0,0,0
291,142,510,0,880,0,0,0,0
292,147,558,1,904,0,0,0,0
293,153,623,1,967,0,0,0,0
294,183,586,1,1106,0,0,0,0
295,236,653,2,1150,0,0,0,0
296,291,694,2,1168,0,0,0,0
297,321,699,3,1163,0,0,0,0
298,353,703,3,1164,0,0,0,0
299,405,708,3,1172,0,0,0,0
300,437,744,4,1154,0,0,0,0
301,501,678,4,1084,0,0,0,0
302,530,630,4,1035,0,0,0,0
303,569,589,4,1016,0,0,0,0
304,618,528,4,1016,0,0,0,0
305,642,518,4,1030,0,0,0,0
306,665,512,4,1036,0,0,0,0
307,700,543,5,1035,0,0,0,0
308,721,513,5,1017,0,0,0,0
309,740,492,4,1007,0,0,0,0
310,757,470,4,1002,0,0,0,0
311,794,440,4,999,0,0,0,0
312,809,425,4,1002,0,0,0,0
313,823,420,4,1004,0,0,0,0
314,850,427,4,1010,0,0,0,0
315,882,411,4,1005,0,0,0,0
316,895,395,4,1000,0,0,0,0
317,904,353,4,977,0,0,0,0
318,940,234,2,954,0,0,0,0
319,920,178,2,945,0,0,0,0
320,911,178,2,947,0,0,0,0
321,898,185,2,949,0,0,0,0
322,883,178,2,945,0,0,0,0
323,834,652,7,1193,0,0,0,0
324,855,701,8,1208,0,0,0,0
325,882,732,8,1213,0,0,0,0
326,903,776,9,1210,0,0,0,0
327,914,782,9,1211,0,0,0,0
328,926,785,9,1209,0,0,0,0
329,937,784,9,1213,0,0,0,0
330,950,784,10,1217,0,0,0,0
331,965,780,10,1212,0,0,0,0
332,984,754,10,1166,0,0,0,0
333,993,744,10,1158,0,0,0,0
334,1001,746,10,1147,0,0,0,0
335,1014,709,9,1114,0,0,0,0
336,1021,671,9,1093,0,0,0,0
337,1016,614,8,1065,0,0,0,0
338,1004,589,8,1058,0,0,0,0
339,966,575,7,1073,0,0,0,0
340,957,573,7,1079,0,0,0,0
341,940,580,7,1091,0,0,0,0
342,934,591,7,1103,0,0,0,0
343,930,587,7,1104,0,0,0,0
344,926,593,7,1103,0,0,0,0
345,924,599,7,1104,0,0,0,0
346,920,602,7,1104,0,0,0,0
347,918,606,7,1105,0,0,0,0
348,917,610,7,1110,0,0,0,0
349,917,612,7,1114,0,0,0,0
350,918,614,7,1115,0,0,0,0
351,918,617,7,1112,0,0,0,0
352,918,622,7,1113,0,0,0,0
353,917,623,7,1110,0,0,0,0
354,917,624,7,1110,0,0,0,0
355,919,624,7,1111,0,0,0,0
356,922,621,7,1111,0,0,0,0
357,924,621,7,1115,0,0,0,0
358,926,621,7,1117,0,0,0,0
359,929,622,7,1117,0,0,0,0
360,932,625,7,1118,0,0,0,0
361,936,627,8,1120,0,0,0,0
362,939,632,8,1117,0,0,0,0
363,940,628,8,1111,0,0,0,0
364,944,621,7,1102,0,0,0,0
365,947,611,7,1096,0,0,0,0
366,955,595,7,1094,0,0,0,0
367,962,591,7,1094,0,0,0,0
368,966,590,7,1095,0,0,0,0
369,972,590,7,1092,0,0,0,0
370,973,590,7,1093,0,0,0,0
371,975,587,7,1095,0,0,0,0
372,974,584,7,1098,0,0,0,0
373,974,582,7,1097,0,0,0,0
374,973,580,7,1098,0,0,0,0
375,973,578,7,1101,0,0,0,0
376,969,581,7,1104,0,0,0,0
377,966,583,7,1100,0,0,0,0
378,966,583,7,1102,0,0,0,0
379,964,576,7,1093,0,0,0,0
380,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,0,0
382,0,0,0,0,0,0,0,0
383,411,220,1,1,0,0,0,0
384,336,170,0,5,0,0,0,0
385,207,113,0,8,0,0,0,0
386,170,85,0,9,0,0,0,0
387,139,69,0,10,0,0,0,0
388,93,45,0,11,0,0,0,0
389,125,22,0,232,0,0,0,0
390,241,440,1,1112,0,0,0,0
391,251,530,1,1149,0,0,0,0
392,239,578,1,1068,0,0,0,0
393,217,616,1,1032,0,0,0,0
394,192,631,1,1016,0,0,0,0
395,152,608,1,937,0,0,0,0
396,129,390,0,782,0,0,0,0
397,109,356,0,702,0,0,0,0
398,93,325,0,630,0,0,0,0
399,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0
402,48,140,0,2,0,0,0,0
403,38,93,0,2,0,0,0,0
404,24,46,0,1,0,0,0,0
405,16,31,0,1,0,0,0,0
406,10,21,0,1,0,0,0,0
407,526,6,0,640,0,0,0,0
408,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0
410,0,0,0,0,0,0,0,0
411,291,16,0,0,0,0,0,0
412,195,12,0,2,0,0,0,0
413,160,11,0,2,0,0,0,0
414,131,11,0,3,0,0,0,0
415,95,10,0,3,0,0,0,0
416,64,8,0,3,0,0,0,0
417,62,3,0,2,0,0,0,0
418,319,-4,0,496,0,0,0,0
419,1065,-5,0,-894,0,0,0,0
420,1712,8,0,0,0,0,0,0
421,1678,7,0,0,0,0,0,0
422,1390,7,0,534,0,0,0,0
423,999,147,2,-794,0,0,0,0
424,826,322,3,-865,0,0,0,0
425,688,406,3,-845,0,0,0,0
426,578,476,3,826,0,0,0,0
427,488,533,3,801,0,0,0,0
428,391,580,3,777,0,0,0,0
429,337,632,2,840,0,0,0,0
430,293,616,2,985,0,0,0,0
431,261,648,2,1041,0,0,0,0
432,237,673,2,1079,0,0,0,0
433,213,694,2,1085,0,0,0,0
434,204,720,1,1106,0,0,0,0
435,201,732,1,1113,0,0,0,0
436,201,743,2,1124,0,0,0,0
437,204,751,2,1133,0,0,0,0
438,213,759,2,1144,0,0,0,0
439,221,764,2,1166,0,0,0,0
440,232,769,2,1180,0,0,0,0
441,245,772,2,1188,0,0,0,0
442,257,775,2,1198,0,0,0,0
443,290,780,3,1224,0,0,0,0
444,303,781,3,1231,0,0,0,0
445,319,783,3,1239,0,0,0,0
446,359,839,4,1233,0,0,0,0
447,375,828,4,1225,0,0,0,0
448,392,820,4,1225,0,0,0,0
449,410,813,4,1226,0,0,0,0
450,430,808,4,1229,0,0,0,0
451,492,798,5,1238,0,0,0,0
452,521,797,5,1240,0,0,0,0
453,550,796,5,1246,0,0,0,0
454,617,852,7,1221,0,0,0,0
455,645,836,7,1218,0,0,0,0
456,670,826,7,1220,0,0,0,0
457,694,817,7,1223,0,0,0,0
458,718,810,7,1225,0,0,0,0
459,749,787,7,1197,0,0,0,0
460,767,729,7,1129,0,0,0,0
461,795,715,7,1101,0,0,0,0
462,822,689,7,1118,0,0,0,0
463,831,668,7,1117,0,0,0,0
464,839,641,7,1092,0,0,0,0
465,845,606,6,1062,0,0,0,0
466,850,569,6,1039,0,0,0,0
467,856,542,6,1028,0,0,0,0
468,863,488,5,1026,0,0,0,0
469,857,436,4,994,0,0,0,0
470,855,402,4,983,0,0,0,0
471,853,398,4,997,0,0,0,0
472,968,279,3,972,0,0,0,0
473,971,256,3,964,0,0,0,0
474,966,237,2,960,0,0,0,0
475,987,287,3,1016,0,0,0,0
476,1000,332,4,1040,0,0,0,0
477,1008,342,4,1032,0,0,0,0
478,1018,346,4,1025,0,0,0,0
479,1029,346,4,1022,0,0,0,0
480,1072,340,4,1010,0,0,0,0
481,0,0,0,0,0,0,0,0
482,0,0,0,0,0,0,0,0
483,0,0,0,0,0,0,0,0
484,492,135,0,3,0,0,0,0
485,409,112,0,3,0,0,0,0
486,338,75,0,3,0,0,0,0
487,277,63,0,2,0,0,0,0
488,202,54,0,2,0,0,0,0
489,165,42,0,2,0,0,0,0
490,135,36,0,1,0,0,0,0
491,110,31,0,1,0,0,0,0
492,90,28,0,1,0,0,0,0
493,69,25,0,1,0,0,0,0
494,180,63,0,608,0,0,0,0
495,221,171,0,766,0,0,0,0
496,209,245,0,866,0,0,0,0
497,181,312,0,854,0,0,0,0
498,133,366,0,851,0,0,0,0
499,108,432,0,796,0,0,0,0
500,87,472,0,-766,0,0,0,0
501,69,513,0,-759,0,0,0,0
502,38,597,0,-752,0,0,0,0
503,21,594,0,-883,0,0,0,0
504,15,629,0,-898,0,0,0,0
505,9,657,0,-900,0,0,0,0
506,2,680,0,-897,0,0,0,0
507,1,711,0,-892,0,0,0,0
508,4,726,0,-883,0,0,0,0
509,6,738,0,-872,0,0,0,0
510,8,748,0,-861,0,0,0,0
511,9,700,0,-877,0,0,0,0
512,12,732,0,-916,0,0,0,0
513,13,742,0,-911,0,0,0,0
514,14,749,0,-909,0,0,0,0
515,15,758,0,-909,0,0,0,0
516,16,767,0,-917,0,0,0,0
517,16,772,0,-913,0,0,0,0
518,16,776,0,-906,0,0,0,0
519,16,760,0,-907,0,0,0,0
520,17,764,0,-914,0,0,0,0
521,18,773,0,-919,0,0,0,0
522,19,781,0,-923,0,0,0,0
523,19,784,0,-920,0,0,0,0
524,19,786,0,-922,0,0,0,0
525,19,781,0,-924,0,0,0,0
526,20,781,0,-929,0,0,0,0
527,19,782,0,-940,0,0,0,0
528,18,782,0,-927,0,0,0,0
529,18,783,0,-941,0,0,0,0
530,16,785,0,978,0,0,0,0
531,15,787,0,-964,0,0,0,0
532,12,789,0,1038,0,0,0,0
533,8,710,0,1144,0,0,0,0
534,3,717,0,1174,0,0,0,0
535,46,736,0,1166,0,0,0,0
536,79,743,0,1201,0,0,0,0
537,110,754,1,1225,0,0,0,0
538,136,758,1,1233,0,0,0,0
539,201,767,2,1272,0,0,0,0
540,257,771,2,1290,0,0,0,0
541,296,904,3,1283,0,0,0,0
542,375,867,4,1261,0,0,0,0
543,479,838,5,1271,0,0,0,0
544,573,815,6,1289,0,0,0,0
545,622,810,6,1296,0,0,0,0
546,672,807,7,1305,0,0,0,0
547,754,803,9,1308,0,0,0,0
548,802,931,10,1260,0,0,0,0
549,850,906,10,1252,0,0,0,0
550,895,883,10,1248,0,0,0,0
551,936,857,10,1246,0,0,0,0
552,1035,673,9,1080,0,0,0,0
553,0,0,0,0,0,0,0,0
554,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,0
556,0,0,0,0,0,0,0,0
557,389,217,1,2,0,0,0,0
558,319,178,0,9,0,0,0,0
559,241,146,0,11,0,0,0,0
560,197,110,0,12,0,0,0,0
561,161,91,0,13,0,0,0,0
562,132,74,0,13,0,0,0,0
563,108,70,0,13,0,0,0,0
564,79,58,0,13,0,0,0,0
565,64,42,0,14,0,0,0,0
566,122,24,0,368,0,0,0,0
567,1068,5,0,846,0,0,0,0
568,1627,2,0,999,0,0,0,0
569,1723,11,0,1045,0,0,0,0
570,1596,16,0,1024,0,0,0,0
571,1079,7,0,1035,0,0,0,0
572,327,0,0,1020,0,0,0,0
573,794,157,1,-972,0,0,0,0
574,1026,829,11,1222,0,0,0,0
575,1063,814,11,1219,0,0,0,0
576,1111,802,12,1221,0,0,0,0
577,1127,796,12,1225,0,0,0,0
578,1142,798,12,1223,0,0,0,0
579,1157,799,12,1225,0,0,0,0
580,1171,799,12,1225,0,0,0,0
581,1187,825,13,1225,0,0,0,0
582,1196,816,13,1226,0,0,0,0
583,1211,803,13,1236,0,0,0,0
584,1215,799,13,1232,0,0,0,0
585,1218,794,13,1236,0,0,0,0
586,1227,794,13,1237,0,0,0,0
587,1239,797,13,1226,0,0,0,0
588,1248,789,13,1207,0,0,0,0
589,1256,768,13,1190,0,0,0,0
590,1265,757,13,1196,0,0,0,0
591,1276,754,13,1201,0,0,0,0
592,1286,751,13,1197,0,0,0,0
593,1302,743,13,1177,0,0,0,0
594,1319,582,10,1079,0,0,0,0
595,1309,555,9,1086,0,0,0,0
596,1270,514,8,1063,0,0,0,0
597,1261,513,8,1063,0,0,0,0
598,1247,512,8,1062,0,0,0,0
599,1240,505,8,1062,0,0,0,0
600,1232,505,8,1061,0,0,0,0
601,1216,498,8,1060,0,0,0,0
602,1207,496,8,1062,0,0,0,0
603,1200,500,8,1076,0,0,0,0
604,1194,510,8,1083,0,0,0,0
605,1188,522,8,1090,0,0,0,0
606,1184,532,8,1092,0,0,0,0
607,1179,535,8,1091,0,0,0,0
608,1178,544,8,1086,0,0,0,0
609,1175,540,8,1077,0,0,0,0
610,1172,535,8,1070,0,0,0,0
611,1169,530,8,1067,0,0,0,0
612,1166,530,8,1064,0,0,0,0
613,1164,530,8,1068,0,0,0,0
614,1155,530,8,1070,0,0,0,0
615,1143,525,8,1075,0,0,0,0
616,1143,527,8,1073,0,0,0,0
617,1141,527,8,1072,0,0,0,0
618,1142,526,8,1070,0,0,0,0
619,1143,519,8,1066,0,0,0,0
620,1144,509,7,1056,0,0,0,0
621,1144,496,7,1039,0,0,0,0
622,1144,477,7,1022,0,0,0,0
623,1139,409,6,981,0,0,0,0
624,1135,378,5,977,0,0,0,0
625,1132,360,5,974,0,0,0,0
626,1122,344,5,985,0,0,0,0
627,1115,348,5,996,0,0,0,0
628,1111,356,5,1002,0,0,0,0
629,1112,368,5,1012,0,0,0,0
630,1111,383,5,1018,0,0,0,0
631,1114,394,5,1024,0,0,0,0
632,1117,401,6,1025,0,0,0,0
633,1134,400,6,1017,0,0,0,0
634,1139,400,6,1013,0,0,0,0
635,1143,397,6,1008,0,0,0,0
636,1155,389,6,1004,0,0,0,0
637,1166,378,5,1006,0,0,0,0
638,1198,377,6,1015,0,0,0,0
639,1205,382,6,1017,0,0,0,0
640,1249,394,6,1022,0,0,0,0
641,1256,392,6,1022,0,0,0,0
642,1263,394,6,1029,0,0,0,0
643,1269,401,6,1028,0,0,0,0
644,1279,407,7,1039,0,0,0,0
645,1288,408,7,1042,0,0,0,0
646,1301,409,7,1045,0,0,0,0
647,1319,405,7,1040,0,0,0,0
648,1325,395,7,1028,0,0,0,0
649,1330,383,6,1018,0,0,0,0
650,1340,360,6,1002,0,0,0,0
651,1345,345,6,1001,0,0,0,0
652,1350,339,6,1008,0,0,0,0
653,1355,342,6,1018,0,0,0,0
654,1357,345,6,1021,0,0,0,0
655,1360,350,6,1024,0,0,0,0
656,1368,353,6,1022,0,0,0,0
657,1372,351,6,1018,0,0,0,0
658,1374,342,6,1013,0,0,0,0
659,1376,322,6,999,0,0,0,0
660,1377,302,5,990,0,0,0,0
661,1375,286,5,990,0,0,0,0
662,1375,281,5,991,0,0,0,0
663,1373,282,5,999,0,0,0,0
664,1372,291,5,1003,0,0,0,0
665,1369,300,5,1011,0,0,0,0
666,95,757,0,1100,0,0,0,0
667,104,763,1,1104,0,0,0,0
668,113,768,1,1112,0,0,0,0
669,123,772,1,1113,0,0,0,0
670,139,796,1,1125,0,0,0,0
671,151,794,1,1134,0,0,0,0
672,164,793,1,1143,0,0,0,0
673,176,792,1,1147,0,0,0,0
674,190,791,2,1158,0,0,0,0
675,225,791,2,1173,0,0,0,0
676,240,791,2,1182,0,0,0,0
677,255,791,2,1187,0,0,0,0
678,270,846,3,1177,0,0,0,0
679,291,836,3,1176,0,0,0,0
680,307,824,3,1182,0,0,0,0
681,323,817,3,1185,0,0,0,0
682,340,812,3,1193,0,0,0,0
683,358,807,3,1199,0,0,0,0
684,387,804,4,1207,0,0,0,0
685,405,801,4,1216,0,0,0,0
686,425,799,4,1219,0,0,0,0
687,461,852,5,1198,0,0,0,0
688,503,826,5,1202,0,0,0,0
689,538,813,5,1210,0,0,0,0
690,554,809,6,1213,0,0,0,0
691,582,806,6,1217,0,0,0,0
692,598,803,6,1221,0,0,0,0
693,614,850,7,1210,0,0,0,0
694,628,840,7,1204,0,0,0,0
695,644,830,7,1204,0,0,0,0
696,663,822,7,1203,0,0,0,0
697,677,812,7,1206,0,0,0,0
698,690,807,7,1212,0,0,0,0
699,702,804,7,1213,0,0,0,0
700,714,802,7,1217,0,0,0,0
701,732,800,7,1218,0,0,0,0
702,743,827,8,1216,0,0,0,0
703,755,821,8,1208,0,0,0,0
704,766,813,8,1209,0,0,0,0
705,777,807,8,1207,0,0,0,0
706,802,798,8,1215,0,0,0,0
707,825,796,8,1224,0,0,0,0
708,835,796,9,1225,0,0,0,0
709,866,774,9,1164,0,0,0,0
710,886,723,8,1137,0,0,0,0
711,890,703,8,1123,0,0,0,0
712,893,685,8,1109,0,0,0,0
713,896,660,8,1079,0,0,0,0
714,897,626,7,1051,0,0,0,0
715,898,590,7,1032,0,0,0,0
716,895,549,6,1016,0,0,0,0
717,893,530,6,1015,0,0,0,0
718,889,515,6,1012,0,0,0,0
719,884,503,6,1012,0,0,0,0
720,878,493,5,1009,0,0,0,0
721,871,487,5,1009,0,0,0,0
722,864,482,5,1005,0,0,0,0
723,857,479,5,1008,0,0,0,0
724,829,462,5,1004,0,0,0,0
725,821,459,5,1004,0,0,0,0
726,813,458,5,1001,0,0,0,0
727,805,460,5,1003,0,0,0,0
728,788,491,5,1036,0,0,0,0
729,778,521,5,1064,0,0,0,0
730,770,542,5,1066,0,0,0,0
731,769,552,5,1057,0,0,0,0
732,770,555,5,1057,0,0,0,0
733,771,557,5,1059,0,0,0,0
734,771,566,5,1069,0,0,0,0
735,773,578,6,1084,0,0,0,0
736,776,588,6,1097,0,0,0,0
737,784,600,6,1100,0,0,0,0
738,788,602,6,1101,0,0,0,0
739,790,602,6,1102,0,0,0,0
740,794,604,6,1098,0,0,0,0
741,798,607,6,1098,0,0,0,0
742,809,614,6,1102,0,0,0,0
743,812,613,6,1102,0,0,0,0
744,815,611,6,1101,0,0,0,0
