index,date,SPEED_L_MOTOR,TORQUE_L_MOTOR,POWER_L_MOTOR
0,1782579301368,0,0,0
1,1782579301751,0,0,0
2,1782579301951,0,0,0
3,1782579303299,0,2304,0
4,1782579303651,0,0,0
5,1782579303917,0,0,0
6,1782579304182,0,0,0
7,1782579306997,1146,2,0
8,1782579307163,502,245,1
9,1782579307580,415,401,2
10,1782579308779,4024,249,13
11,1782579309111,4228,228,13
12,1782579309261,4369,172,10
13,1782579309844,0,0,0
14,1782579310261,0,0,0
15,1782579311161,0,0,0
16,1782579311543,0,0,0
17,1782579311676,0,0,0
18,1782579312293,0,0,0
19,1782579312709,0,0,0
20,1782579313610,0,0,0
21,1782579314240,0,0,0
22,1782579314457,0,0,0
23,1782579315390,0,0,0
24,1782579315761,0,0,0
25,1782579518918,0,0,0
26,1782579518985,0,0,0
27,1782579519567,0,0,0
28,1782579520150,0,0,0
29,1782579520733,0,0,0
30,1782579521416,0,0,0
31,1782579526262,0,0,0
32,1782579528760,0,0,0
33,1782579529026,0,0,0
34,1782579529293,0,0,0
35,1782579529659,0,0,0
36,1782579529959,0,0,0
37,1782579530841,0,0,0
38,1782579530991,0,0,0
39,1782579531257,0,0,0
40,1782579531540,0,0,0
41,1782579531807,0,0,0
42,1782579532157,0,0,0
43,1782579532473,0,0,0
44,1782579533422,0,0,0
45,1782579533489,0,0,0
46,1782579533822,0,0,0
47,1782579534105,0,0,0
48,1782579534455,0,0,0
49,1782579534787,0,0,0
50,1782579535021,0,0,0
51,1782579535337,0,0,0
52,1782579535854,0,0,0
53,1782579536353,0,0,0
54,1782579536670,0,0,0
55,1782579536919,0,0,0
56,1782579537236,0,0,0
57,1782579537536,0,0,0
58,1782579537869,0,0,0
59,1782579538168,0,0,0
60,1782579541949,0,0,0
61,1782579542215,0,0,0
62,1782579542498,0,0,0
63,1782579542848,0,0,0
64,1782579543081,0,0,0
65,1782579545746,0,0,0
66,1782579546012,0,0,0
67,1782579547079,0,0,0
68,1782579547644,0,3,0
69,1782579549941,182,538,1
70,1782579550308,216,556,1
71,1782579551124,328,574,2
72,1782579551474,368,575,2
73,1782579552756,578,725,5
74,1782579553189,739,749,7
75,1782579553605,804,786,8
76,1782579554821,1060,690,9
77,1782579555288,1089,668,9
78,1782579555337,1102,647,9
79,1782579555687,1119,625,9
80,1782579556986,1167,610,9
81,1782579557336,1188,652,10
82,1782579557868,1263,704,12
83,1782579558185,1294,690,12
84,1782579559051,1389,658,12
85,1782579559450,1419,650,12
86,1782579561566,1574,628,13
87,1782579563298,1454,322,6
88,1782579564646,1455,600,11
89,1782579564979,1474,640,12
90,1782579565496,1503,642,13
91,1782579566429,1542,643,13
92,1782579566794,1555,643,13
93,1782579567428,1594,661,14
94,1782579567910,1594,648,14
95,1782579568260,1596,644,14
96,1782579569142,1606,702,15
97,1782579569459,1606,747,16
98,1782579569709,1600,756,16
99,1782579570525,1565,736,15
100,1782579570941,1552,717,15
101,1782579573538,1295,718,12
102,1782579575970,1167,942,14
103,1782579576369,1164,945,14
104,1782579578085,1090,963,14
105,1782579580883,1150,971,15
106,1782579583298,1222,964,180
107,1782579585695,1425,993,19
108,1782579586578,1478,972,19
109,1782579587478,1536,948,19
110,1782579588443,1499,947,19
111,1782579588842,1538,958,20
112,1782579589209,1577,956,20
113,1782579589259,1633,936,20
114,1782579590575,1745,968,23
115,1782579590957,1758,971,23
116,1782579591724,1790,975,23
117,1782579592106,1801,963,23
118,1782579592956,1803,963,23
119,1782579593355,1792,960,23
120,1782579594022,1778,965,23
121,1782579594088,1766,956,22
122,1782579594804,1730,965,22
123,1782579595670,1652,966,21
124,1782579596403,1624,962,21
125,1782579597136,1573,964,20
126,1782579597535,1541,968,20
