index,date,CELL1,CELL2,CELL3,CELL4
0,1782582860457,3.1000000000000001,2.8999999999999999,3.1299999999999999,3.0499999999999998
1,1782582864586,3.1000000000000001,2.8999999999999999,3.1299999999999999,3.0499999999999998
2,1782582872546,3.1000000000000001,2.8999999999999999,3.1299999999999999,3.0499999999999998
3,1782582877309,3.1000000000000001,2.8999999999999999,3.1299999999999999,3.0499999999999998
4,1782582879157,3.1000000000000001,2.8999999999999999,3.1299999999999999,3.0499999999999998
5,1782582880922,3.1000000000000001,2.8999999999999999,3.1299999999999999,3.0499999999999998
6,1782582888266,3.1000000000000001,2.8999999999999999,3.1299999999999999,3.0499999999999998
7,1782582889432,3.1000000000000001,2.8999999999999999,3.1299999999999999,3.0499999999999998
8,1782582891480,3.1000000000000001,2.8999999999999999,3.1299999999999999,3.0499999999999998
9,1782582893328,3.1000000000000001,2.8999999999999999,3.1299999999999999,3.0499999999999998
10,1782582896376,3.1000000000000001,2.8999999999999999,3.1299999999999999,3.0499999999999998
